,match_id,chat,toxicity,toxicity_context,estimated_rank_universal,duration,game_mode_str,radiant_score,dire_score,radiant_win,start_time,region_str,lobby_type_str,account_id,player_slot,name,rating,rank_universal,party_size,hero_id,is_radiant,winner,kills_per_minute,deaths_per_minutes,assists,gold_per_minute,hero_healing_per_minute,pings,buyback_count_per_minute,buyback_before_20,language,correct_chat,toxicity_context_2
0,8507572415,,,,16.0,1082,game_mode_turbo,22,41,False,1760262767,STOCKHOLM,lobby_type_normal,236912861,7,....,,12.0,4,96,False,1,0.609981515711645,0.277264325323475,0.7763401109057301,203.2347504621072,0.0,2.0,0.0,False,,,
0,8507572415,,,,16.0,1082,game_mode_turbo,22,41,False,1760262767,STOCKHOLM,lobby_type_normal,824536943,8,LYKER,,,4,21,False,1,0.7763401109057301,0.33271719038817,0.7208872458410351,351.3493530499076,0.0,5.0,0.0,False,,,
0,8507572415,,,,16.0,1082,game_mode_turbo,22,41,False,1760262767,STOCKHOLM,lobby_type_normal,1600240786,9,П.А.П.А.Ш.А,,,4,86,False,1,0.388170055452865,0.11090573012939,1.0536044362292052,184.04805914972275,0.0,1.0,0.0,False,,,
0,8507569033,куда мы лезим,0.0050821877084672,0.0050821877084672,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1285443563,0,murder,,,1,84,True,1,0.2211981566820276,0.0552995391705069,0.2764976958525346,31.963133640553,0.0,3.0,0.0,False,ru,Куда мы лезем,0.01631787046790123
0,8507569033,GG,0.2026545852422714,0.2026545852422714,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1135483877,1,bobr228proMinecraftxxx,,,1,46,True,1,0.6082949308755761,0.0,0.4423963133640553,17.253456221198157,0.0,1.0,0.0,False,de,GG,0.20265458524227142
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,383765539,2,УТЁС 1,,,1,41,True,1,0.1658986175115207,0.0552995391705069,0.4423963133640553,29.41935483870968,0.0,2.0,0.0,False,,,
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1849856571,3,Граф Дуку,,,1,90,True,1,0.0,0.2211981566820276,0.663594470046083,19.46543778801844,47.61290322580645,,0.0,False,,,
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1603972789,4,Wizerrrius,,,1,136,True,1,0.2211981566820276,0.1105990783410138,0.6082949308755761,59.944700460829495,16.8110599078341,,0.0,False,,,
0,8507569033,ззакончите быстрее,0.0432805195450782,0.0432805195450782,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1267144244,5,Ryota Kisel,,,1,12,False,0,0.0552995391705069,0.1658986175115207,0.0,135.1520737327189,0.0,1.0,0.0,False,ru,Закончите быстрее,0.007537957280874252
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1016609218,6,КиётакаАянакоджи,,,1,18,False,0,0.1105990783410138,0.2764976958525346,0.0552995391705069,46.78341013824885,0.0,2.0,0.0,False,,,
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1116475870,7,ЖИРОБАZ ПЛЭЙ,,14.0,1,86,False,0,0.0552995391705069,0.2211981566820276,0.3317972350230415,48.11059907834101,0.0,2.0,0.0,False,,,
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1111782632,8,apelsin,,,1,15,False,0,0.2211981566820276,0.3870967741935484,0.1105990783410138,39.1520737327189,0.0,2.0,0.0,False,,,
0,8507569033,,,,14.0,1085,game_mode_turbo,22,8,True,1760262622,STOCKHOLM,lobby_type_normal,1811237377,9,upgrade,,,1,13,False,0,0.0,0.2211981566820276,0.2211981566820276,63.31797235023041,0.0,2.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,315980557,0,Sam wood,,,2,33,True,1,0.3827751196172249,0.0478468899521531,0.7177033492822966,380.8612440191388,0.0,,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,415810597,1,Censor,,21.0,2,40,True,1,0.3349282296650718,0.1435406698564593,0.8133971291866029,332.72727272727275,15.502392344497608,31.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,362913851,2,Ice_Cream,,18.0,2,25,True,1,0.3827751196172249,0.0956937799043062,0.8133971291866029,293.1100478468899,0.0,4.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,410586194,3,Guts,,32.0,2,8,True,1,0.1913875598086124,0.1913875598086124,0.6220095693779905,155.2153110047847,445.5023923444976,9.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,154550750,4,Embiid,,29.0,1,9,True,1,0.2870813397129186,0.1435406698564593,0.6220095693779905,12.535885167464114,27.84688995215311,29.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,141781889,5,Zin (Ciao`),,24.0,1,128,False,0,0.0956937799043062,0.2870813397129186,0.2870813397129186,115.2153110047847,21.00478468899521,12.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,313468632,6,ETH WHEN 10.000 ?,,,1,26,False,0,0.0956937799043062,0.2392344497607655,0.1913875598086124,60.04784688995216,0.0,1.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,107566880,7,Puttt,,,3,14,False,0,0.2392344497607655,0.3349282296650718,0.1435406698564593,256.69856459330146,0.0,4.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,102242542,8,Kyowang02,,20.0,3,136,False,0,0.1913875598086124,0.3349282296650718,0.1435406698564593,25.55023923444976,0.5263157894736842,9.0,0.0,False,,,
0,8507562612,,,,24.0,1254,game_mode_turbo,33,13,True,1760262332,SINGAPORE,lobby_type_normal,100747524,9,[PMD]momo,,,3,49,False,0,0.0,0.3827751196172249,0.3349282296650718,28.4688995215311,0.0,,0.0,False,,,
0,8507562267,,,,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,389414948,0,LeBron James#23,,18.0,2,22,True,1,0.2452984464431725,0.098119378577269,0.8830744071954211,203.7448896156991,38.02125919869175,8.0,0.0,False,,,
0,8507562267,respawn to die,0.9493494033813475,0.9493494033813475,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,423419368,1,THE ONE,,11.0,2,1,True,1,0.7849550286181521,0.098119378577269,0.6377759607522485,42.24039247751431,0.0,14.0,0.0,False,en,Respawn to die,0.9587374925613403
0,8507562267,ward. haha,0.0556613355875015,0.0556613355875015,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,1442110231,2,Devin,,,2,84,True,1,0.196238757154538,0.1471790678659035,0.294358135731807,60.294358135731805,0.0,7.0,0.0,False,so,Ward. Haha,0.007479568477720022
0,8507562267,ahahaahah. puck . you idiot /,0.9964753985404968,0.99305659532547,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,1215462064,3,I am Groot,,,2,37,True,1,0.2452984464431725,0.0490596892886345,0.6377759607522485,53.67130008176615,186.0834014717907,19.0,0.0,False,so,Ahahaahah. Puck. You idiot /,0.28730538487434387
0,8507562267,,,,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,1258478755,4,golflonely,,,1,53,True,1,0.196238757154538,0.0,0.7358953393295176,240.53965658217496,13.147996729354048,3.0,0.0,False,,,
0,8507562267,,,,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,116145569,5,Kibs,,27.0,2,13,False,0,0.0490596892886345,0.294358135731807,0.1471790678659035,114.26001635322976,0.0,4.0,0.0,False,,,
0,8507562267,gg,0.1581145524978637,0.1581145524978637,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,117917927,6,Old.Man.Jenkins,,15.0,2,48,False,0,0.098119378577269,0.294358135731807,0.098119378577269,32.18315617334424,0.0,2.0,0.0,False,tl,gg,0.15811455249786377
0,8507562267,,,,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,322881217,7,OpenAI 4 (Bot),,,2,14,False,0,0.1471790678659035,0.294358135731807,0.1471790678659035,85.85445625511038,0.0,3.0,0.0,False,,,
0,8507562267,gg,0.1581145524978637,0.1581145524978637,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,196174024,8,Fox,,,2,101,False,0,0.0,0.392477514309076,0.294358135731807,0.8830744071954211,9.419460343417825,24.0,0.0,False,tl,gg,0.15811455249786377
0,8507562267,,,,17.0,1223,game_mode_turbo,34,8,True,1760262327,SINGAPORE,lobby_type_normal,411852697,9,yumubuyi,,,1,137,False,0,0.0490596892886345,0.392477514309076,0.1471790678659035,61.4227309893704,0.0,6.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,145648418,0,Devellish,,13.0,1,26,True,1,0.2798507462686567,0.1119402985074626,0.3358208955223881,2.6865671641791047,0.0,8.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,180866457,1,THE OA,,,1,59,True,1,0.3358208955223881,0.2238805970149253,0.2238805970149253,46.84701492537314,0.0,5.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,242049002,2,新和联胜办事人,,15.0,1,67,True,1,0.1119402985074626,0.0,0.2798507462686567,186.8283582089552,0.0,1.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,1008966675,3,GHOSTgaming,,,1,138,True,1,0.4477611940298507,0.0559701492537313,0.3917910447761194,30.78358208955224,0.0,2.0,0.0559701492537313,True,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,202411968,4,•Ï•,,,1,22,True,1,0.2238805970149253,0.0559701492537313,0.7276119402985075,236.13805970149247,0.0,10.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,877007247,5,U1some,,20.0,2,111,False,0,0.2238805970149253,0.3358208955223881,0.2798507462686567,15.39179104477612,41.026119402985074,9.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,257844061,6,- A s h B o r n -,,,2,21,False,0,0.167910447761194,0.167910447761194,0.167910447761194,140.93283582089552,0.0,1.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,149097356,7,wkdilaixsa@12ws,,,1,1,False,0,0.0559701492537313,0.3358208955223881,0.0,99.96268656716418,0.0,5.0,0.0559701492537313,True,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,162587870,8,Wabalabbadabdab,,,1,58,False,0,0.0,0.3358208955223881,0.0559701492537313,0.2238805970149253,1.791044776119403,23.0,0.0,False,,,
0,8507560689,,,,16.0,1072,game_mode_turbo,25,8,True,1760262261,SINGAPORE,lobby_type_normal,399055132,9,SWAP COMMENT ++,,16.0,1,23,False,0,0.0,0.2238805970149253,0.0,75.27985074626865,0.0,,0.0,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,872213854,0,six day after christmas,,,5,74,True,0,0.0945626477541371,0.1891252955082742,0.2364066193853428,0.2364066193853428,0.0,5.0,0.0,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,461510995,1,հօӀօժղօҽ๖ۣۜժվհɑղíҽ,,29.0,5,42,True,0,0.3782505910165484,0.2364066193853428,0.5673758865248227,74.8936170212766,0.0,1.0,0.0472813238770685,True,,,
0,8507559516,ка кты в общий чат это скидываешь. никогда не понимал. шо ты жмеш,0.9894098043441772,0.99481600522995,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1698750582,2,54381285433049833289045985398958,,21.0,5,26,True,0,0.3309692671394799,0.6146572104018913,0.3309692671394799,27.5177304964539,0.0,11.0,0.0472813238770685,True,ru,Ка ты в общий чат это скидываешь. Никогда не понимал. Но ты жмём,0.009948025457561016
0,8507559516,так хорошо мы поняли,0.0046995296142995,0.0046995296142995,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1910983606,3,alex g saddest song,,,5,128,True,0,0.1418439716312056,0.3309692671394799,0.425531914893617,100.04728132387709,0.0,9.0,0.0,False,ru,Так хорошо мы поняли,0.00475542526692152
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1745574321,4,саян,,,5,108,True,0,0.0945626477541371,0.425531914893617,0.5200945626477541,185.39007092198585,14.657210401891254,7.0,0.0472813238770685,True,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1562533156,5,彡,,22.0,3,120,False,1,0.6619385342789598,0.1891252955082742,0.5673758865248227,100.23640661938536,0.0,3.0,0.0472813238770685,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1614674471,6,Shiro,,,3,5,False,1,0.3309692671394799,0.1891252955082742,0.8037825059101655,242.3167848699764,5.91016548463357,7.0,0.0,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1484542224,7,26,,33.0,3,53,False,1,0.5673758865248227,0.4728132387706856,0.5673758865248227,97.30496453900707,28.368794326241133,4.0,0.0,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1693573019,8,mmr whore,,40.0,2,94,False,1,0.1418439716312056,0.0472813238770685,0.5200945626477541,21.04018912529551,0.0,,0.0,False,,,
0,8507559516,,,,29.0,1269,game_mode_turbo,23,38,False,1760262207,STOCKHOLM,lobby_type_normal,1291416050,9,freak,,,2,81,False,1,0.0472813238770685,0.1891252955082742,0.3782505910165484,75.79196217494089,9.21985815602837,3.0,0.0,False,,,
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,822468237,0,shpak,,,1,21,True,1,0.5476673427991886,0.0608519269776876,0.1825557809330628,664.9290060851927,0.0,,0.0,False,,,
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1003003996,1,St1ver,,,1,6,True,1,0.4259634888438134,0.0608519269776876,0.6085192697768763,360.4868154158215,7.606490872210953,4.0,0.0,False,,,
0,8507559408,троль ну че когда начнешь играть?,0.743484377861023,0.743484377861023,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1462415188,2,扎亚,,11.0,1,5,True,1,0.4259634888438134,0.1825557809330628,1.2170385395537526,143.79310344827587,0.0,4.0,0.0,False,ru,Тролль ну че когда начнешь играть?,0.09227388352155685
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1511704673,3,турбо воин,,,1,104,True,1,0.7302231237322515,0.0608519269776876,0.7910750507099391,47.95131845841785,18.49898580121704,1.0,0.0,False,,,
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1281855253,4,Shredder,,,1,63,True,1,0.3651115618661257,0.1217038539553752,0.7910750507099391,80.56795131845841,0.0,,0.0,False,,,
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1235114059,5,КуКуРуЗа,,,1,76,False,0,0.3042596348884381,0.3651115618661257,0.0,49.10750507099392,0.0,3.0,0.0,False,,,
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,1662715844,6,rivinxx,,9.0,1,61,False,0,0.0,0.5476673427991886,0.3042596348884381,133.87423935091277,0.0,,0.0,False,,,
0,8507559408,короче насилие пока. турбо ошибок не прощает. в следующей игре,0.0049865450710058,0.0049865450710058,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,775309501,7,Ra,,,1,95,False,0,0.0,0.6693711967545639,0.1217038539553752,99.00608519269775,0.0,2.0,0.0,False,ru,Короче насилие пока. Турбо ошибок не прощает. В следующей игре,0.00667536910623312
0,8507559408,,,,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,879274666,8,SWAGGED TO DEATH,,,1,93,False,0,0.1217038539553752,0.5476673427991886,0.1217038539553752,12.961460446247465,0.0,2.0,0.0,False,,,
0,8507559408,мда. :(,0.166792094707489,0.166792094707489,10.0,986,game_mode_turbo,41,8,True,1760262197,STOCKHOLM,lobby_type_normal,95453535,9,kkkmnvvv,,,1,82,False,0,0.0608519269776876,0.3651115618661257,0.2434077079107505,21.78498985801217,0.0,2.0,0.0,False,mk,Мда. :(,0.026480814442038536
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1812225812,0,Гриша Собутыльни,,,2,7,True,1,0.1525423728813559,0.3559322033898305,0.3559322033898305,218.135593220339,0.0,7.0,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1507024128,1,Pilman,,,2,31,True,1,0.2033898305084746,0.1525423728813559,0.6101694915254238,279.10169491525426,0.0,3.0,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1141175299,2,хлеб 31,,,1,8,True,1,0.1016949152542373,0.2542372881355932,0.3050847457627119,4.322033898305085,20.694915254237287,,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1208079709,3,stn,,,2,35,True,1,0.8135593220338984,0.1016949152542373,0.4576271186440678,392.7457627118644,0.0,36.0,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1355685952,4,Rok,,,2,6,True,1,0.5084745762711864,0.2542372881355932,0.6610169491525424,30.610169491525426,0.0,13.0,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1782455596,5,timoxacement0121,,,1,59,False,0,0.4576271186440678,0.3559322033898305,0.1525423728813559,65.1864406779661,0.0,4.0,0.0,False,,,
0,8507556589,сш,0.4290172755718231,0.4290172755718231,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1893889579,6,serakutrueghoul,,,1,17,False,0,0.0508474576271186,0.4067796610169492,0.2542372881355932,16.016949152542374,0.0,14.0,0.0,False,ru,с,0.7126705050468445
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1682436766,7,♡Flodire♡,,,3,34,False,0,0.2542372881355932,0.2542372881355932,0.3559322033898305,34.77966101694916,0.0,1.0,0.0,False,,,
0,8507556589,,,,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1737174546,8,Мастер фида#bloodrust,,,3,26,False,0,0.1016949152542373,0.4576271186440678,0.5084745762711864,25.728813559322035,0.0,14.0,0.0,False,,,
0,8507556589,снайпер я твой рот ебал,0.9982191920280457,0.9982191920280457,,1180,game_mode_turbo,37,22,True,1760262082,STOCKHOLM,lobby_type_normal,1694242384,9,КУРСКИЙ/МАНЬЯК,,,3,36,False,0,0.2033898305084746,0.4067796610169492,0.3050847457627119,180.05084745762713,111.15254237288136,,0.0,False,ru,Снайпер я твой рот ибо,0.9305871725082397
0,8507555582,,,,27.0,1182,game_mode_turbo,12,28,False,1760262042,SINGAPORE,lobby_type_normal,302204070,0,One Who Goons,,23.0,5,111,True,0,0.0,0.3045685279187817,0.4060913705583756,164.41624365482232,117.56345177664974,1.0,0.0507614213197969,True,,,
0,8507555582,,,,27.0,1182,game_mode_turbo,12,28,False,1760262042,SINGAPORE,lobby_type_normal,318220253,1,Melinoë,,40.0,5,101,True,0,0.1522842639593908,0.2538071065989847,0.3553299492385787,77.76649746192894,0.0,4.0,0.0,False,,,
0,8507555582,,,,27.0,1182,game_mode_turbo,12,28,False,1760262042,SINGAPORE,lobby_type_normal,244950137,2,b-rabbit,,21.0,5,136,True,0,0.1015228426395939,0.3045685279187817,0.2030456852791878,70.91370558375634,2.182741116751269,2.0,0.0,False,,,
0,8507555582,i am sorry,0.0060470723547041,0.0060470723547041,27.0,1182,game_mode_turbo,12,28,False,1760262042,SINGAPORE,lobby_type_normal,197092553,3,ab31vvo.sh,,19.0,5,93,True,0,0.2030456852791878,0.4060913705583756,0.1522842639593908,88.12182741116752,0.0,7.0,0.0507614213197969,True,sv,I am sorry,0.005040640942752361
